,Market_1_Price,Market_2_Price,Transmission System Electricity Demand [MW],Wind Generation [MW],Solar Generation [MW],Coal Generation [MW],Gas Generation [MW]
10/23/19 4:30,30.25,34.1,25132,7748,0.000996,221.666666666666,7302.87307692307
10/23/19 5:00,44.66,47.37,27855,7766,0,432,10589
10/23/19 5:30,37.85,40.04,30879,7715,0.0014,591.25,14004.6333333333
10/23/19 6:00,42.13,44.53,34141,7870,0,727.5,16554.75
10/23/19 6:30,48.33,49.43,35697,8000.75,0.00299,800,16832.5
10/23/19 7:00,41.55,45.96,36911,8073.75,4.87,800,16690.9583333333
10/23/19 7:30,40.75,43.81,36861,8260.5,209,800,16506
10/23/19 8:00,43.96,44.9,36758,8433.25,782,800,16419.6666666666
10/23/19 8:30,42.66,39.88,36225,8624.75,1150,800,16397.75
10/23/19 9:00,43.96,44.47,35741,8724.75,1510,800,16393.25
10/23/19 9:30,42.4,40.14,35199,8762.5,2520,800,16378.75
10/23/19 10:00,36.66,35.38,34739,8868,3060,800,16336.25
10/23/19 10:30,35.81,32.92,34213,8986.5,3500,800,16322.5
10/23/19 11:00,37.42,38.68,33964,9027.75,4070,800,16319.5
10/23/19 11:30,36.45,31.47,33729,9042,4210,800,16107
10/23/19 12:00,36.06,32.71,33391,9103.25,3980,800,16028.25
10/23/19 12:30,36.47,32.53,33117,9294.75,4250,800,16013.5
10/23/19 13:00,34.57,30.02,33254,9356.5,3690,800,16210.1666666666
10/23/19 13:30,33.43,33.73,33617,9379.5,2860,800,15726.75
10/23/19 14:00,36.17,31.31,34071,9437.75,2270,800,15567.8333333333
10/23/19 14:30,38.77,41.14,35069,9464,1680,800,15397.1666666666
10/23/19 15:00,38.27,49.12,36022,9473.25,1290,800,15710.75
10/23/19 15:30,42.6,52.02,37188,9388.25,815,800,15761.125
10/23/19 16:00,47.33,56.11,38181,9363.25,455,800,15761.25
10/23/19 16:30,48.62,57.08,39237,9559,123,800,15833.5
10/23/19 17:00,45.52,52.69,40475,9593.5,9.91,800,15877.25
10/23/19 17:30,46.74,57.43,40454,9585.5,0.157,800,15870.8333333333
10/23/19 18:00,40.51,48.08,39563,9594.25,0,787,14907.75
10/23/19 18:30,38.21,48.92,38303,9643.25,0.0335,607,13930.75
10/23/19 19:00,36.1,45.12,36951,9583.5,0.0318,400,13301.6666666666
10/23/19 19:30,37.17,43.59,35391,9543.5,0.0976,400,12360.0833333333
10/23/19 20:00,37.39,46.63,33810,9339.25,0.0157,400,11287.6011904761
10/23/19 20:30,37.21,47.93,31823,9178.75,0.000997,400,10032.175
10/23/19 21:00,37.47,37.96,29906,9116,0,400,9172.75
10/23/19 21:30,32.57,34.8,27772,8950.5,0.00217,400,8366.41666666666
10/23/19 22:00,15.4,19.76,25532,8846.5,0.00492,400,5735.74166666666
10/23/19 22:30,17.51,24.07,24102,8609,0,400,4559.25
10/23/19 23:00,31.75,35.42,23007,8357,0,400,4530.5
10/23/19 23:30,29.53,36.25,22553,7995.25,0.00525,367.5,4572.5
10/24/19 0:00,25.02,27.07,22542,7777.75,0.0201,302.5,4269
10/24/19 0:30,28.97,30.22,23114,7572.5,0.00484,400,4469.5
10/24/19 1:00,29.43,30.74,23112,7404,0,400,4570
10/24/19 1:30,28.31,31.22,22673,7249.5,0.00102,400,4570.25
10/24/19 2:00,30.09,34.46,22399,7082,0.00655,400,4575.75
10/24/19 2:30,34.19,36.88,22193,6820.75,0.00102,400,4637
10/24/19 3:00,32.06,37.19,22066,6479.5,0.00229,400,5044.25
10/24/19 3:30,29.16,34.34,22197,6194.5,0,400,4972.5
10/24/19 4:00,35.81,36.48,23133,5911,0.00189,400,6205.65
10/24/19 4:30,32.67,38.98,24420,5531.75,0,400,7363.75
10/24/19 5:00,43.28,48.67,27204,5344.75,0.0029,400,9973.65
10/24/19 5:30,42.76,46.7,29989,5243.75,0.00497,400,12656
10/24/19 6:00,46.48,51.53,33317,5080.75,0,400,14463
10/24/19 6:30,54.44,60.09,35007,4962.25,0.00117,400,14977
10/24/19 7:00,48.88,52.65,36461,4930.5,0.0188,400,15000.75
10/24/19 7:30,46.42,48.06,36387,5045.75,12.1,400,14989
10/24/19 8:00,43.44,43.82,36891,5212.5,114,400,14980
10/24/19 8:30,43.19,41.76,37012,5399.25,292,400,14975
10/24/19 9:00,42.06,43.41,37069,5697.5,473,400,14974.25
10/24/19 9:30,40.88,36.76,36888,6061,722,400,14965.5
10/24/19 10:00,34.9,35.76,36793,6360.25,956,400,14964.5
10/24/19 10:30,33.94,30.11,36682,6773.75,1260,400,14760.9
10/24/19 11:00,34.15,29.73,36544,7181.75,1480,400,14500.25
10/24/19 11:30,29.66,29.82,36278,7581.75,1740,400,14402.25
10/24/19 12:00,34.33,30.88,35883,7894.5,1780,400,14395.5
10/24/19 12:30,33.01,28.74,35603,8147.75,1860,400,14487
10/24/19 13:00,35.39,31.45,35239,8275.5,1880,400,14613.5
10/24/19 13:30,36.04,32.67,34743,8327.75,1850,400,14614.5
10/24/19 14:00,43.12,39.9,34428,8265.75,1970,400,14615.3333333333
10/24/19 14:30,42.85,47.65,34842,8527.5,2050,400,14624
10/24/19 15:00,40.01,50.81,35581,8553.25,1820,400,14628.25
10/24/19 15:30,46.64,55.84,36448,8487.25,1370,400,14633.5
10/24/19 16:00,45.85,55.56,37620,8416,937,400,14678.0833333333
10/24/19 16:30,49.81,61.18,38257,8184,293,400,14698.25
10/24/19 17:00,51.33,59.84,39563,8227.75,23.2,400,14706.5
10/24/19 17:30,54.81,59.87,39771,8348.75,0.0975,400,14719.75
10/24/19 18:00,54.73,64.95,38769,8241.5,0.0175,400,14187
10/24/19 18:30,52.49,61.91,37710,8281.75,0.0111,400,13837.55
10/24/19 19:00,51.03,59.86,36416,8077.75,0.0152,400,12983.1666666666
10/24/19 19:30,51.23,61.3,34866,7866.25,0,400,12321
10/24/19 20:00,48.55,57.73,33657,7855,0.0101,400,11923
10/24/19 20:30,47.34,54.65,31945,7956.75,0,400,10662.65
10/24/19 21:00,44.39,49.23,30061,8016.25,0.000874,400,9669.58333333333
10/24/19 21:30,43.35,44.57,28002,8197.5,0,400,7829.99999999999
10/24/19 22:00,41.19,43.06,26044,8041.25,0.00477,400,5043.75
10/24/19 22:30,43.81,48.88,24715,7806,0,400,3694.125
10/24/19 23:00,36.61,41.64,23634,7795.5,0.00412,400,3496.25
10/24/19 23:30,30.97,35.09,23040,7767.75,0,400,3340.75
10/25/19 0:00,34.16,38.53,23022,7890.75,0.00109,400,3444.5
10/25/19 0:30,36.11,43.09,23549,7892,0,400,3497.25
10/25/19 1:00,37.38,37.69,23324,7858.75,0,400,3499.25
10/25/19 1:30,36.38,40.93,22919,7782.75,0,400,3493
10/25/19 2:00,34.89,39.02,22600,7869.5,0,400,3501
10/25/19 2:30,35.96,40.3,22297,7920.5,0.000835,400,3505
10/25/19 3:00,36.23,39.3,22284,7995.5,0.00000854,400,3515
10/25/19 3:30,35.23,40.07,22453,7995.75,0,400,3578.75
10/25/19 4:00,38.39,40.9,23339,8005,0.000378,400,4072.9
10/25/19 4:30,32.91,37.89,24584,8002.5,0.00207,400,5273.83333333333
10/25/19 5:00,37.75,38.69,27125,8051,0.00584,400,8471.25
10/25/19 5:30,33.89,36.7,29818,7907,0.00128,400,11385.1666666666
10/25/19 6:00,37.99,43.48,33257,7830,0,400,14046.5
10/25/19 6:30,50.6,50.8,34619,7575.25,0.00954,400,14355
10/25/19 7:00,50.37,55.09,35922,7414,3.44,400,14420.25
10/25/19 7:30,49.79,53.69,35944,7230.5,129,400,14419.75
10/25/19 8:00,51.4,51.93,36061,7197.25,313,400,14402.75
10/25/19 8:30,50.45,45.78,36205,7144.25,548,400,14442.25
10/25/19 9:00,50.04,49.2,36100,7063.75,839,400,14432.75
10/25/19 9:30,48.78,45.09,36026,6942.5,1090,400,14423.5
10/25/19 10:00,45.14,43.31,36404,7111.75,1040,400,14352
10/25/19 10:30,42.61,39.08,36435,7490.5,1110,400,14355.25
10/25/19 11:00,40.4,35.8,36746,7843.91666666666,1140,400,14355.25
10/25/19 11:30,39.6,39.82,36788,8209.25,936,400,14060
10/25/19 12:00,35.1,35.94,36382,8565.91666666666,806,400,13646.25
10/25/19 12:30,36.04,38.01,35999,8751.5,760,400,13627.5
10/25/19 13:00,35.86,33.64,35746,8983.25,731,400,13610.5
10/25/19 13:30,34.83,32.61,35496,9192.75,599,400,13604.25
10/25/19 14:00,36.62,32.86,35329,9361.66666666666,497,400,13706.75
10/25/19 14:30,36.48,37.64,35498,9407,414,400,13540.5833333333
10/25/19 15:00,36.7,48.65,35777,9549.83333333333,382,400,13169.0833333333
10/25/19 15:30,38.42,49.18,36285,9846.91666666666,310,400,13180
10/25/19 16:00,39.27,45.18,37117,10018.5833333333,146,400,13089.5
10/25/19 16:30,40.89,46.78,37978,10038.25,37.4,400,13332.25
10/25/19 17:00,42.77,52.96,38731,9958,0.884,400,13453.75
10/25/19 17:30,44.97,52.13,38208,9828,0.148,400,13445.25
10/25/19 18:00,42.57,51.11,37374,9667.25,0.0324,400,13269
10/25/19 18:30,39.81,45.37,36213,9569.75,0.0243,400,12244.8333333333
10/25/19 19:00,40.28,48.75,34524,9429.25,0,400,10793
10/25/19 19:30,41.61,50.79,33214,9298.5,0,400,9823.25
10/25/19 20:00,38.08,44.32,31937,9231.25,0.00208,400,8928.375
10/25/19 20:30,39.26,48.22,30488,9186.5,0,400,7823.125
10/25/19 21:00,39.16,43.98,28891,9215.75,0.018,400,6802
10/25/19 21:30,36.22,42.53,27252,9207.5,0.0113,400,5729.41666666666
10/25/19 22:00,43.65,47.87,25627,9168.75,0,400,3391.04166666666
10/25/19 22:30,44.93,51.41,24386,9041,0.00224,400,2597.75
10/25/19 23:00,42.74,44.48,23149,8840.25,0.013,400,2283.625
10/25/19 23:30,41.67,42.43,22589,8797.75,0.0496,400,2178.33333333333
10/26/19 0:00,45.5,45.7,22285,8781.25,0.0169,400,2181.5
10/26/19 0:30,46.64,48.76,22743,8692.25,0,400,2183.75
10/26/19 1:00,51.11,56.13,22403,8249.5,0,400,2565.5
10/26/19 1:30,53.91,56.73,21965,7692.25,0,400,2610.25
10/26/19 2:00,55.56,59.77,21545,7176.5,0,400,2985.5
10/26/19 2:30,58.62,61.16,21218,6871.5,0,400,3030.75
10/26/19 3:00,58.59,63.19,20999,6746.25,0.00467,400,3118.25
10/26/19 3:30,58.03,59.59,20806,6582.75,0,400,3240.58333333333
10/26/19 4:00,53.41,60.16,21155,6532,0.000832,400,3400.75
10/26/19 4:30,51.97,57.62,21633,6575.5,0,400,3743.25
10/26/19 5:00,52.34,57.8,22883,6569.25,0,400,4985.5
10/26/19 5:30,42.93,44.18,24195,6579,0,400,7163.15833333333
10/26/19 6:00,38.2,44.43,26102,6650.5,0,400,8780.375
10/26/19 6:30,36.62,43.56,27720,6658.91666666666,0.00277,400,9595.5
10/26/19 7:00,39.5,43.54,29469,6701,0.244,400,10972.3928571428
10/26/19 7:30,42.72,47.9,30926,6701.5,10.8,400,11492.75
10/26/19 8:00,44.36,47.74,31874,6627.25,38.7,400,11608.5
10/26/19 8:30,43.64,38.81,32607,6683.25,136,400,11642.75
10/26/19 9:00,43.39,45.32,32952,6704.75,295,400,11649.6666666666
10/26/19 9:30,44.65,42.46,32819,6764.25,437,400,11637
10/26/19 10:00,44.18,43.46,32945,6961,523,400,11631.25
10/26/19 10:30,43.73,43.69,33222,7186.25,665,400,11668
10/26/19 11:00,43.53,41.27,32923,7417.25,767,400,11644
10/26/19 11:30,43.96,43.53,32643,7680.75,838,400,11426.5
10/26/19 12:00,41.5,40.15,32315,7929.75,874,400,10934.7738095238
10/26/19 12:30,38.18,40.14,32040,8231.5,861,400,10838.75
10/26/19 13:00,37.39,39.37,31901,8540.5,800,400,10566.5
10/26/19 13:30,34.93,33.55,31572,8852.25,821,400,10126.1666666666
10/26/19 14:00,31.55,29.76,31391,9327.25,818,400,9657.5
10/26/19 14:30,28.9,29.43,31527,9791.5,723,400,9573
10/26/19 15:00,28.72,40.41,32070,10206.25,674,400,9465.75
10/26/19 15:30,29.24,37.41,32948,10563.5,587,400,9836.66666666666
10/26/19 16:00,31.97,37.86,34235,11028.25,386,400,9733.41666666666
10/26/19 16:30,34.77,39.97,35378,11344.75,110,400,9639.75
10/26/19 17:00,38.81,44.25,36304,11635.5,5.75,400,9754.25
10/26/19 17:30,38.8,47.12,35742,11793.75,0.0379,400,9758.75
10/26/19 18:00,35.88,47.21,34681,12075,0.111,400,8840.75
10/26/19 18:30,34.7,43.74,33209,12193,0.0243,400,7923.70833333333
10/26/19 19:00,36.79,47.13,31942,12361.25,0,400,6764.54166666666
10/26/19 19:30,37.7,44.18,30952,12498.25,0,400,5966.75
10/26/19 20:00,32.72,42.44,30017,12621.75,0,400,5685.625
10/26/19 20:30,29.22,35.94,28814,12682.25,0,400,4687.25
10/26/19 21:00,28.94,34.1,27378,12858,0.0053,400,4411.5
10/26/19 21:30,27.08,33.85,26085,13174.75,0.0136,400,3123.75
10/26/19 22:00,17.89,24.23,24499,13375.75,0.000134,400,1377.20833333333
10/26/19 22:30,6.78,6.82,23223,13491.5,0.00871,400,1010
10/26/19 23:00,5.67,8.32,22228,13535.75,0.0153,360,990
10/26/19 23:30,-0.74,2.02,21551,13660.25,0.00766,240,930
10/27/19 0:00,-20.38,-14.79,21309,13703.6768365474,0.0369,240,930
10/27/19 0:30,-26.84,-25.57,21639,13739,0,240,873.75
10/27/19 1:00,-27.57,-26.67,21319,13659,0.0221,300,930
10/27/19 1:30,-35.09,-31.44,20924,13652,0.00559,240,855
10/27/19 2:00,-17.51,-16.67,20486,13684.75,0,240,855
10/27/19 2:30,-31.97,-31.63,20315,13735.25,0,240,855
10/27/19 3:00,-33.5,-32.2,20039,13690,0,240,855
10/27/19 3:30,-28.81,-28.27,19647,13557.75,0.00248,240,855
10/27/19 4:00,-8.31,-2.03,19534,13498.75,0,240,855
10/27/19 4:30,-13.35,-10.45,19567,13413.25,0.000385,280,873.75
10/27/19 5:00,14.82,21.8,19949,13378.25,0,442.333333333333,930
10/27/19 5:30,16.85,17.65,20571,13305,0,524,945
10/27/19 6:00,17.66,21.89,21785,13183.75,0.00186,596,1109.9
10/27/19 6:30,18.35,19.21,22684,13163.5,0.0000246,725,1761
10/27/19 7:00,5.2,7.38,24096,13106.5,0.778,800,2629.2
10/27/19 7:30,14.2,18.24,25151,12965,143,800,2791.66666666666
10/27/19 8:00,8.91,11.59,26578,12701.25,717,800,2190.25
10/27/19 8:30,21.89,23.35,26938,12551,1710,800,2024.875
10/27/19 9:00,29.3,27.47,27013,12390.5,2840,800,2936
10/27/19 9:30,31.07,32.76,26651,12251,3810,800,3511.66666666666
10/27/19 10:00,29.73,26.97,26345,12163.5,4630,800,4140.5
10/27/19 10:30,31.39,32.49,25608,12016.5,5400,800,4262.75
10/27/19 11:00,32.43,33.53,25630,11839.75,6020,800,4413.75
10/27/19 11:30,30.83,32.02,25807,11616.5,6550,800,4449
10/27/19 12:00,27.45,25.22,25991,11375.5,6590,800,4761.4
10/27/19 12:30,27.51,25.93,26202,11083.25,6470,800,4906
10/27/19 13:00,26.29,25.79,26423,10760,6000,800,4756.58333333333
10/27/19 13:30,28.91,27.77,26635,10320.75,5450,800,4947.65
10/27/19 14:00,29.36,28.94,27367,9947.25,4710,800,5567.14166666666
10/27/19 14:30,30.45,32.68,28306,9451.25,3920,800,6393.45833333333
10/27/19 15:00,37.39,43.42,29542,9155.5,3000,800,8838.41666666666
10/27/19 15:30,37.28,46.34,31176,8726.25,2020,800,9938.8
10/27/19 16:00,40.04,50.7,33156,8516.75,1070,800,11379.2333333333
10/27/19 16:30,41.86,51.08,34987,8215.75,321,800,12671.4166666666
10/27/19 17:00,49.93,58.94,37625,7979,22.8,800,13483.75
10/27/19 17:30,48.77,60.68,38009,7687.75,0.034,800,14305.4166666666
10/27/19 18:00,49.85,58.13,37193,7434.25,0.0219,800,14816
10/27/19 18:30,47.77,55.75,36794,7018.75,0.0565,800,14805.75
10/27/19 19:00,44.17,55.65,35887,6685.75,0.000643,800,14511.75
10/27/19 19:30,36.93,46.63,35010,6286.25,0.031,800,14491.625
10/27/19 20:00,36.96,47.71,34145,5942,0.0204,800,13725.3571428571
10/27/19 20:30,36.06,45.28,32999,5596.5,0.0191,800,13121
10/27/19 21:00,37.02,39.91,31639,5357.75,0.00451,800,12878.15
10/27/19 21:30,35.24,36.66,29990,5100.25,0.00805,800,12198.6833333333
10/27/19 22:00,38.37,41.02,28634,4787.83333333333,0.000848,800,11632.75
10/27/19 22:30,38.84,45.51,27074,4484.25,0.00282,760,11186.25
10/27/19 23:00,31.53,34.3,25750,915,0.0166,0,0
10/27/19 23:30,31,34.5,24801,867,0,0,0
10/28/19 0:00,28.99,34.23,24516,3916.25,0.000822,800,8305.5
10/28/19 0:30,32.8,34.37,24706,3797.5,0.00295,800,8681.25
10/28/19 1:00,34.27,38.43,24362,3683.25,0,800,8818.5
10/28/19 1:30,37.17,41.17,23880,3592.5,0.00117,800,8867.5
10/28/19 2:00,34.37,39.77,23505,3523.25,0,800,8919
10/28/19 2:30,35.79,38.43,23435,3431.25,0,800,8974.38461538461
10/28/19 3:00,36.55,37.89,23333,3333.5,0.00504,800,9111.5
10/28/19 3:30,31.51,38.39,23176,3242,0,800,9247
10/28/19 4:00,30.8,37.02,23308,3232.75,0.00151,800,9287.33333333333
10/28/19 4:30,29.58,32.77,23671,3223,0.0136,800,9387.95
10/28/19 5:00,34.64,40.9,24619,3188,0.00227,800,10343.5833333333
10/28/19 5:30,25.94,30.28,26206,3177.25,0,800,11393.0888888888
10/28/19 6:00,29.54,36.2,29472,3092.75,0.0032,760,14047.2416666666
10/28/19 6:30,23.81,29.47,31918,3003,0.00765,680,16384.9166666666
10/28/19 7:00,48.18,54.79,34715,2976.75,9.4,800,20017.8583333333
10/28/19 7:30,52.73,59.38,35852,2937.75,281,800,20516.75
10/28/19 8:00,47.38,50.33,36845,2894.66666666666,1060,800,20721.25
10/28/19 8:30,49.03,48.37,36917,2825,1930,800,20720.75
10/28/19 9:00,50.92,46.49,36792,2790,2790,800,20711.5
10/28/19 9:30,47.37,45.76,36409,2765.5,3590,800,20656.3333333333
10/28/19 10:00,43.15,40.92,35846,2757.41666666666,4190,800,20510.5833333333
10/28/19 10:30,41.06,38.37,35536,2663,4670,800,20491.25
10/28/19 11:00,40.2,40.51,35306,2652.75,4920,800,20266.8
10/28/19 11:30,38.59,34.24,35391,2716,4810,800,20119
10/28/19 12:00,42.9,39.56,35617,2753.25,4680,800,20100.75
10/28/19 12:30,44.1,44.2,35681,2826,4220,800,20096.75
10/28/19 13:00,46.72,47.86,35887,2910.75,3440,800,20132
10/28/19 13:30,45.7,41.62,36229,3000.25,2950,800,20144
10/28/19 14:00,44.57,40.33,36579,3088.25,2410,800,20186.25
10/28/19 14:30,45.35,49.63,37110,3206,2050,800,20203.25
10/28/19 15:00,53.92,65.39,37802,3339.5,1530,800,20257.75
10/28/19 15:30,59.15,69.13,38766,3476.91666666666,951,800,20260.25
10/28/19 16:00,48.43,59.2,40173,3762.16666666666,394,800,20259.75
10/28/19 16:30,57.37,63.93,42032,4042.75,96.3,800,20329
10/28/19 17:00,68.18,75.82,43660,4285.25,1.81,800,20462.5
10/28/19 17:30,67.68,78.82,43618,4494.25,0.0482,800,20468.25
10/28/19 18:00,62.53,74.04,43368,4671.25,0.0127,800,20478.5
10/28/19 18:30,54.47,61.93,42769,4771.5,0.0383,800,20489.75
10/28/19 19:00,45.44,51.04,41320,4796.5,0.0164,800,19493.1666666666
10/28/19 19:30,39.97,51.74,39986,4813.5,0.0189,800,18849.5
10/28/19 20:00,34.94,43.54,38469,4741.75,0.00309,800,18448.5
10/28/19 20:30,34.39,45.73,36812,4681.25,0.00123,800,17320.975
10/28/19 21:00,36.84,42.81,35022,4599,0,800,16260.3636363636
10/28/19 21:30,33.06,33.95,32899,4488.5,0,800,15475.25
10/28/19 22:00,35.43,38.88,30865,4457.5,0.0222,787,15310.5416666666
10/28/19 22:30,33.73,39.15,28962,4418.25,0.00472,594,13651.6666666666
10/28/19 23:00,28.07,31.05,27089,4298,0.00979,207,10812.3704212454
10/28/19 23:30,30.94,36.94,25930,4201.25,0.0286,0,9738.45652173913
10/29/19 0:00,32.85,34.31,25550,4242.25,0.0141,0,9417.25
10/29/19 0:30,33.79,38.35,25788,4253.25,0,0,9514
10/29/19 1:00,32.13,37.21,25428,4323,0.00172,0,9559
10/29/19 1:30,30.93,31.21,24800,4409.25,0,0,9464.5
10/29/19 2:00,32.32,33.35,24173,4561.25,0.00172,0,9387.25
10/29/19 2:30,30.92,34.28,23987,4644,0,0,9244
10/29/19 3:00,32.98,36.98,23641,4800.25,0,0,9474.75
10/29/19 3:30,28.21,33.95,23396,4890.5,0.0026,0,9485.25
10/29/19 4:00,32.02,35.71,23237,4987.25,0,0,9560.25
10/29/19 4:30,30.41,32.96,23509,5089,0.0241,0,9818
10/29/19 5:00,37.02,43.5,24516,5135.5,0.00896,42.6666666666666,10560.0166666666
10/29/19 5:30,31.23,36.62,26114,5200.25,0.0656,222.666666666666,11427.3333333333
10/29/19 6:00,42.03,46.78,29223,5290.25,0.00507,492,14109.75
10/29/19 6:30,38.92,42.06,31755,5284.5,0.00858,712,16607.2452380952
10/29/19 7:00,44.89,45.8,34273,5240.25,0.84,800,19779.2833333333
10/29/19 7:30,43.93,44.19,35595,5189.75,99.5,800,19977.0833333333
10/29/19 8:00,37.09,38.45,36835,5187.25,539,800,19955.8333333333
10/29/19 8:30,38.46,34.59,36998,5107.5,1120,800,19937.8333333333
10/29/19 9:00,35.23,36.92,37202,5056.25,1740,800,19922.5833333333
10/29/19 9:30,30.8,32.07,36841,4950.5,2230,800,19691.5
10/29/19 10:00,35.1,36.3,36192,4896,2730,800,19302.25
10/29/19 10:30,34.37,29.56,35742,4939,3230,800,19323.75
10/29/19 11:00,33.83,28.86,35567,4943.5,3540,800,19528.5
10/29/19 11:30,33.28,32.77,35449,4900.25,3610,800,19438.25
10/29/19 12:00,34.05,35.21,35712,4939.5,3480,800,19712
10/29/19 12:30,34.08,35.59,35681,4922.75,3260,800,19760
10/29/19 13:00,38.95,40.26,35647,4990.5,3120,800,19761
10/29/19 13:30,39,35.39,35623,4951.75,2830,800,19791.5
10/29/19 14:00,39.77,35.82,35891,5025.75,2580,800,19806.75
10/29/19 14:30,40.82,41.64,36277,5149.5,2000,800,19827
10/29/19 15:00,50.89,57.56,36828,5153.5,1570,800,19873.5
10/29/19 15:30,51.48,60.35,37860,5147,1010,800,19904.625
10/29/19 16:00,48.09,57,39046,5355,457,800,19943.75
10/29/19 16:30,55.21,65.32,40816,5427.75,98.7,800,19952.25
10/29/19 17:00,46.87,52.81,43002,5715.75,1.55,800,19955
10/29/19 17:30,46.25,53.99,43385,5900.25,0.0684,800,19951.5
10/29/19 18:00,48.53,54.39,42937,6045,0.00458,800,19969.25
10/29/19 18:30,47.01,53.9,42051,6169.75,0.016,800,19445.875
10/29/19 19:00,40.04,46.99,40760,6256.25,0.0574,800,18713.8333333333
10/29/19 19:30,37.56,43.29,39611,6265.75,0.0576,800,18234.25
10/29/19 20:00,38.68,48.29,38226,6317,0.0251,800,17958.8333333333
10/29/19 20:30,37.67,43.43,36426,6282,0.00797,800,17188.725
10/29/19 21:00,34.69,39.22,34681,6223.75,0.000404,800,15858.9166666666
10/29/19 21:30,32.58,39.4,32804,6253.5,0.00397,787,14089.9166666666
10/29/19 22:00,31.55,36.17,30702,6132,0.000616,594,12435.1666666666
10/29/19 22:30,31,31.94,28791,6099,0.00404,207,11760.5833333333
10/29/19 23:00,29.2,33.95,26961,6020,0,0,11754.1538461538
10/29/19 23:30,26.87,29.37,25793,5979.5,0,0,11142.8333333333
10/30/19 0:00,26.77,30.61,25394,5899.75,0,0,10619.75
10/30/19 0:30,36.73,38.62,25441,5939.25,0,0,10979
10/30/19 1:00,28.45,35.19,25079,5699.5,0,0,11155
10/30/19 1:30,24.87,28.98,24411,5579,0,0,11076.5
10/30/19 2:00,25.4,27.18,23776,5628.25,0,0,10602.75
10/30/19 2:30,24.37,29.69,23647,5663,0,0,10229.25
10/30/19 3:00,29.5,32.83,23357,5648.75,0,0,10393
10/30/19 3:30,26.27,26.42,23168,5696.25,0,0,10267.625
10/30/19 4:00,34.07,34.38,23160,5799.25,0,0,10684.25
10/30/19 4:30,29.83,36.79,23450,5966.75,0.00089,0,11182.8611111111
10/30/19 5:00,32.29,35.48,24378,6085.25,0,0,11594.95
10/30/19 5:30,28.66,33.18,25798,6283.5,0.000334,88,12267.1166666666
10/30/19 6:00,30.77,33.51,28977,6374,0,328,14319.5833333333
10/30/19 6:30,26.06,32.68,31581,6519,0,632,16526.8154761904
10/30/19 7:00,30.86,33.95,34035,6575.75,0.281,792,19233.4833333333
10/30/19 7:30,36.97,42.47,35195,6676.25,96.9,800,19472.25
10/30/19 8:00,38.92,43.76,36021,6722.25,613,800,19493
10/30/19 8:30,37.47,36.13,36063,6736.75,1380,800,19509.5
10/30/19 9:00,31.66,28.92,36180,6798,2150,800,19505.25
10/30/19 9:30,32.12,33.38,35731,6904.5,2910,800,19311.5
10/30/19 10:00,31.86,29,35120,6990.25,3450,800,18942
10/30/19 10:30,31.32,27.16,34663,7003,3720,800,18785.5
10/30/19 11:00,28.5,27.03,34557,7063.75,4280,800,18926.1666666666
10/30/19 11:30,28.74,26.52,34700,7100.16666666666,4400,800,18448
10/30/19 12:00,28.78,30.08,35199,7080,4230,800,18588.5
10/30/19 12:30,29.94,30.82,35191,7180,3740,800,18247.25
10/30/19 13:00,30.27,30.05,35352,7222.75,2780,800,18694.75
10/30/19 13:30,30.14,29.63,35568,7215.5,2460,800,19157.0588235294
10/30/19 14:00,30.67,29.17,35952,7338.75,2410,800,19197.9333333333
10/30/19 14:30,32.61,34.63,35967,7505.91666666666,1760,800,19295.8833333333
10/30/19 15:00,42,49.78,36447,7637.75,1310,800,19591.7333333333
10/30/19 15:30,44.77,53.31,37226,7763,823,800,19696.875
10/30/19 16:00,46.46,56.18,38334,7974,376,800,19742.75
10/30/19 16:30,53.19,62.24,40451,8119,85.8,800,19789.625
10/30/19 17:00,55.85,61.01,42156,8273.5,0.526,800,20005.25
10/30/19 17:30,59.57,67.94,41942,8457.5,0.0596,800,19646.75
10/30/19 18:00,55.2,60.22,41440,8584.5,0.0563,800,19651.5
10/30/19 18:30,52.34,59.49,41116,8723.25,0.0696,700,19619.875
10/30/19 19:00,41.51,53.45,40058,8806,0.0437,400,18830.35
10/30/19 19:30,38.8,46.67,38947,8872.25,0.0148,400,17956.25
10/30/19 20:00,36.85,45.15,37863,8910,0.0308,400,17273.8928571428
10/30/19 20:30,34.18,44.79,36169,8967,0.0218,400,16639.6231884058
10/30/19 21:00,33.37,36.05,34452,8969,0,400,14821.7666666666
10/30/19 21:30,33.92,35.01,32566,8921.75,0.0265,400,12910.1231884057
10/30/19 22:00,34.08,37.65,30667,8875.25,0.00976,400,12291.25
10/30/19 22:30,33.39,36.11,28950,8838.75,0,400,10726.0833333333
10/30/19 23:00,26.13,31.7,27090,8680.25,0,387.5,9220.11111111111
10/30/19 23:30,23.71,27.59,25770,8541.25,0,350,8665.25
10/31/19 0:00,18.73,20.02,25483,8393.75,0,350,8662.75
10/31/19 0:30,18.71,24.47,25670,8317.75,0,350,8681
10/31/19 1:00,14.21,18.58,25289,8158.25,0,282.5,8680.25
10/31/19 1:30,13.48,14.58,24726,8132,0,282.5,8659.25
10/31/19 2:00,14.68,15.17,24277,8029.5,0.000433,350,8651
10/31/19 2:30,17.23,23.66,24134,7893.75,0.00527,362.5,8651
10/31/19 3:00,20.89,27.02,23800,7844.25,0,381.5,8651
