,Market_1_Price,Market_2_Price,Transmission System Electricity Demand [MW],Wind Generation [MW],Solar Generation [MW],Coal Generation [MW],Gas Generation [MW]
1/1/18 0:00,48.47,52.18,25506,10715.5,0.0152,1520,3796
1/1/18 0:30,49.81,51.6,26267,10650.5,0.00851,1640,3796
1/1/18 1:00,53.65,55.14,26122,10560,0.0019,1766.25,3796
1/1/18 1:30,52.48,55.84,25152,10497,0.0039,1785,3687.25
1/1/18 2:00,47.25,49.96,24292,10464,0.0019,1586.25,3257.5
1/1/18 2:30,47.18,52.16,23683,10430,0.0038,1520,3052
1/1/18 3:00,40.24,47.12,22860,10358.75,0.00585,1520,2312.5
1/1/18 3:30,38.56,42.4,21939,10301.5,0.00607,1520,2099
1/1/18 4:00,37.55,38.9,21419,10208.5,0.0103,1429.16666666666,2252.75
1/1/18 4:30,36.56,41.24,21139,10061.25,0.00633,1445.83333333333,2304
1/1/18 5:00,39.25,42.51,21184,9998.25,0.00648,1520,2303
1/1/18 5:30,41.23,46.33,21462,9903.5,0.00635,1520,2303
1/1/18 6:00,45.68,52.32,22335,9704.25,0.00491,1520,2382.5
1/1/18 6:30,44.83,48.27,22806,9510.75,0,1520,3001.5
1/1/18 7:00,48.87,53.35,23410,9365.75,0.00769,1520,3740.25
1/1/18 7:30,50.73,50.94,23604,9234,0.0019,1520,3920.5
1/1/18 8:00,45.01,47.7,24311,9063,0.00387,1520,4210.76666666666
1/1/18 8:30,48.87,48.96,25484,8811.75,5.94,1520,4511.67857142857
1/1/18 9:00,44.41,45.16,26885,8633.25,104,1355,5046.20833333333
1/1/18 9:30,42.59,44.03,28032,8434.75,346,1290,5737.5
1/1/18 10:00,46.15,47.4,29224,8264,596,1290,6971.03333333333
1/1/18 10:30,46.19,41.34,30161,8137.5,772,1290,7746.56666666666
1/1/18 11:00,54.83,51.46,31193,7825.75,974,1290,9082.08333333333
1/1/18 11:30,60.57,59.84,31840,7649.75,1230,1290,9878.5
1/1/18 12:00,58.75,60.6,32339,7309.25,1540,1290,10601.75
1/1/18 12:30,59.88,55.7,32536,7031.25,1840,1290,10877.4166666666
1/1/18 13:00,58.03,54.58,32880,6834.75,1820,1290,11303.25
1/1/18 13:30,59.72,57.71,32803,6722,1710,1353.33333333333,11859.4666666666
1/1/18 14:00,55.94,52.57,32952,6737,1380,1606.08333333333,12405.25
1/1/18 14:30,52.55,59.08,32995,6768,1310,1876,12570.75
1/1/18 15:00,59.43,69.78,33507,6938.75,796,2140.5,12343.0833333333
1/1/18 15:30,61.01,69.28,34416,7273.5,384,2235,12623.25
1/1/18 16:00,63.07,74.56,35996,7707.5,74.1,2235,13307.1666666666
1/1/18 16:30,64.91,71.87,38136,8216.5,1.8,2235,13704.25
1/1/18 17:00,63.27,72.77,38708,8754,0.00461,2235,13887.75
1/1/18 17:30,61.55,70.17,38356,9098.75,0,2235,13900.25
1/1/18 18:00,58.82,64.53,37421,9509.5,0.00321,2235,13907.5
1/1/18 18:30,55.67,62.36,36757,9790.75,0.00351,2235,13306.25
1/1/18 19:00,46.13,53.9,35598,10001,0.00832,1975.5,12141.7916666666
1/1/18 19:30,47.03,53.72,34449,10138.5,0.0019,1487.3,11445.75
1/1/18 20:00,48.91,59.55,33469,10235.25,0,1290,10561.25
1/1/18 20:30,45.87,56,32154,10319.25,0.00373,1290,9789.33333333333
1/1/18 21:00,46.95,51.97,31060,10410.75,0.00201,1290,8466.54166666666
1/1/18 21:30,46.71,53.69,29608,10310.75,0,1290,7818.5
1/1/18 22:00,46.08,52.36,28119,10226.75,0,1290,6970.625
1/1/18 22:30,45.77,52.16,26747,10086.5,0.00188,1290,6328
1/1/18 23:00,45.25,47.28,25181,10022.25,0.0019,1290,5987.5
1/1/18 23:30,39.33,41.08,24092,9892.25,0.00395,1290,5870
1/2/18 0:00,40.23,46.73,24004,9641,0.00961,1279.66666666666,5870.25
1/2/18 0:30,40.6,44,24832,9428.5,0.00237,1282.75,5793.75
1/2/18 1:00,38.95,45.09,24829,9221.75,0.00751,1285,5643
1/2/18 1:30,38.8,40.39,24339,8936.5,0.0086,1277.5,5505.5
1/2/18 2:00,37.28,43.9,24063,8559.25,0.00549,1282.5,5467
1/2/18 2:30,37.66,41.94,24049,8130.25,0.00933,1285,5303
1/2/18 3:00,41.06,42.83,23874,7876.5,0,1298.08333333333,5221.88541666666
1/2/18 3:30,44.07,50.99,23500,7538,0.00749,1296,5330.81034482758
1/2/18 4:00,42.21,45.7,23427,7297.75,0.00532,1318.75,5790.58333333333
1/2/18 4:30,43.08,43.72,23520,7059.25,0.00514,1329,6650.58333333333
1/2/18 5:00,54.59,58.99,24354,6904,0.00735,1385.5,6971.75
1/2/18 5:30,55.53,62.02,25417,6736.75,0.00514,1440.5,7371.33333333333
1/2/18 6:00,58.52,58.82,28042,6550.5,0.00703,1607.5,8923.48333333333
1/2/18 6:30,48.16,53.53,30245,6536.25,0.00219,1742.5,11532.35
1/2/18 7:00,43.64,45.42,32738,6640.5,0,1853.58333333333,14933
1/2/18 7:30,48.24,50.04,34207,6827.25,0,2122,16166.5
1/2/18 8:00,51.96,52.79,36011,7028.58333333333,0.0318,2363.66666666666,16417.5
1/2/18 8:30,53.68,54.05,37518,7305,1.17,2430,16505.5
1/2/18 9:00,50.84,50.6,39040,7482.25,7.56,2430,16518.25
1/2/18 9:30,50.46,47.37,39932,7762.75,27.2,2297.5,16515.75
1/2/18 10:00,51.01,51.28,40532,8187.25,83.9,2180.5,16421.9807692307
1/2/18 10:30,51.98,49.43,40705,8758.5,152,2223.5,16407.25
1/2/18 11:00,52.38,51.11,40882,9187.5,240,2264.5,16445.5
1/2/18 11:30,52.59,48.85,41124,9547.5,288,2337.5,16413
1/2/18 12:00,51.94,47.34,41443,10044.5,371,2436.5,16747.5
1/2/18 12:30,50.2,49.07,41458,10458.25,434,2535.5,16901.75
1/2/18 13:00,46.63,45.88,41415,10862.75,508,2585,16798
1/2/18 13:30,45.63,47.57,41183,11071.25,430,2442.5,16785.5
1/2/18 14:00,46.09,41.79,41051,11117.75,372,2402.5,16384.05
1/2/18 14:30,45.56,47,40861,11178.25,285,2457.5,16328.5
1/2/18 15:00,54.11,59.94,41124,10937.3333333333,144,2733.58333333333,16902.0217391304
1/2/18 15:30,55.46,64.36,41777,10551,45.7,3133,17569.8666666666
1/2/18 16:00,53.69,60.36,42992,10298.25,3.5,3559.75,17915.9384057971
1/2/18 16:30,64.71,69.98,44450,10021,0.0032,3855,18393
1/2/18 17:00,77.94,89.69,44990,9857,0.0000452,3855,18462.5
1/2/18 17:30,73.13,82.11,44886,9752.75,0.00206,3855,18359.75
1/2/18 18:00,71.63,81.76,44335,9586.5,0.00932,3855,17981
1/2/18 18:30,65.18,76.6,43438,9355.25,0.00426,3855,17942.5
1/2/18 19:00,60.09,65.73,42396,9189.25,0.0127,3855,17236.0666666666
1/2/18 19:30,54.67,65.84,40637,9259.5,0.0148,3388,16338.5833333333
1/2/18 20:00,53.43,61.01,39322,9589.75,0.00831,2419.8,15481.5
1/2/18 20:30,49.58,57.08,37563,9791.5,0.0195,1954.16666666666,13971.1
1/2/18 21:00,50.96,53.23,35652,9953,0,1935,11914.8666666666
1/2/18 21:30,47.73,47.74,33344,10138.5,0.0299,1875.83333333333,9822.55681818181
1/2/18 22:00,47.42,52.26,31186,10329.8333333333,0.0184,1464.16666666666,8375.875
1/2/18 22:30,47.13,51.98,29189,10569,0.0251,865,7124.16666666666
1/2/18 23:00,48.52,53.04,27025,10670.25,0.0664,645,6053.95
1/2/18 23:30,43.08,46.83,25853,10777.25,0.00553,645,5281.25
1/3/18 0:00,45.97,47.71,25340,10920.25,0.00426,645,5073
1/3/18 0:30,47.84,54.8,25751,11085,0,645,5284.25
1/3/18 1:00,51.28,54.93,25469,10990.5,0.0116,645,5090.83333333333
1/3/18 1:30,49.45,52.26,24904,11006,0,645,4766.5
1/3/18 2:00,48.71,52.08,24439,10992.75,0,645,4739
1/3/18 2:30,49.83,50.5,24177,11044.25,0,645,4734.5
1/3/18 3:00,47.58,52.88,23870,11079.5,0.00192,645,4693.5
1/3/18 3:30,46.51,52.39,23546,11083,0,645,4615.82727272727
1/3/18 4:00,44.08,45.6,23364,11140.6666666666,0,645,4566.15
1/3/18 4:30,44.35,50.63,23431,11107.5,0.025,645,4511.26111111111
1/3/18 5:00,49.61,49.82,23994,11075.5,0.0117,645,4786.33333333333
1/3/18 5:30,48.31,49.75,25034,10890.75,0,680.833333333333,5409.6
1/3/18 6:00,55.74,59.87,27747,10774.25,0,841.25,6987.76666666666
1/3/18 6:30,49.69,50.09,30201,10714.5,0.000612,1092.5,9244.925
1/3/18 7:00,52,53.25,33129,10614.75,0,1143.33333333333,12271.6666666666
1/3/18 7:30,55.73,62.01,34919,10406.5,0.00218,1280.83333333333,13463.8333333333
1/3/18 8:00,44.06,44.08,36562,10463.75,0.0158,1290,15077.5833333333
1/3/18 8:30,45.36,45.39,37516,10381.25,7.54,1290,15568
1/3/18 9:00,44.43,40.47,38424,10490,139,1290,15707.5
1/3/18 9:30,44.16,40.01,38573,10606.5,450,1290,15858.5
1/3/18 10:00,43.72,40.92,38483,10625,948,1290,16153.25
1/3/18 10:30,45.01,42.14,38408,10679,1420,1290,16129.75
1/3/18 11:00,43.46,40.86,38450,10778.25,1950,1290,16302.75
1/3/18 11:30,43.07,44.47,38263,10913.25,2210,1290,16068
1/3/18 12:00,43.43,42.3,38547,11018.5,2410,1290,15704.5416666666
1/3/18 12:30,43.82,42.64,38548,11015.5,2400,1290,15646.6538461538
1/3/18 13:00,44.24,45.08,38572,10989.75,2460,1290,15898.25
1/3/18 13:30,43.94,40.94,38553,10961,2140,1290,15963.5
1/3/18 14:00,43.91,45.46,39103,10956.5,1740,1280,16011.5
1/3/18 14:30,44.08,44.39,39522,10857.25,1020,1333.33333333333,15993
1/3/18 15:00,50.25,56.04,40006,10760.75,532,1586.08333333333,16195.4166666666
1/3/18 15:30,51.74,61.39,40708,10699.5,180,1871,16673.9916666666
1/3/18 16:00,50.68,58.29,42040,10655,13,2140.5,17695.5452380952
1/3/18 16:30,66.99,75.42,44013,10699.5,0.0082,2235,18310.75
1/3/18 17:00,73.14,78.2,44755,10715.5,0.039,2235,18339
1/3/18 17:30,69.96,78.44,44601,10743.75,0,2235,18347.5
1/3/18 18:00,72.91,78.14,44080,10572,0.00189,2235,18344.75
1/3/18 18:30,64.53,70.24,43203,10497.5,0,2235,18354.5
1/3/18 19:00,57.9,64.04,42558,10494,0,2019.75,18351.1666666666
1/3/18 19:30,48.41,54.23,41348,10527.5,0.00187,1631.5,17818.875
1/3/18 20:00,47.62,53.48,39894,10580.75,0,1373,16295
1/3/18 20:30,46.41,54.2,38203,10587.5,0,1290,15035.55
1/3/18 21:00,46.58,48.56,36242,10342.6666666666,0.00193,1290,12811.4541666666
1/3/18 21:30,46.71,52.01,34159,10132.5,0,1290,11134.625
1/3/18 22:00,43.22,48.64,32149,9985.25,0,1290,10339.25
1/3/18 22:30,42.18,45.84,30416,9784.75,0.0493,1290,9424.66666666666
1/3/18 23:00,41.4,46.26,28464,9527,0,1237.5,8384.7375
1/3/18 23:30,40.08,44.12,27385,9284,0.00784,1232.5,7752.3409090909
1/4/18 0:00,40.31,41.86,27278,8940,0.00278,1215.83333333333,7823.85
1/4/18 0:30,41.76,45.68,27848,8697,0,1220.83333333333,8228
1/4/18 1:00,42.68,48.75,27548,8417.5,0,1227.5,8374.31578947368
1/4/18 1:30,40.63,43.61,26987,8119.25,0,1220.16666666666,8328
1/4/18 2:00,39.87,42.01,26717,7676,0,1206.66666666666,8387.88333333333
1/4/18 2:30,40.26,46.6,26715,7267.5,0,1198,8553.25
1/4/18 3:00,43.24,47.88,26438,6823.41666666666,0,1195.25,9017.25
1/4/18 3:30,43.31,50.03,26178,6440.75,0,1196,9114.5
1/4/18 4:00,43.17,43.81,26120,6203.25,0,1200.75,9109.25
1/4/18 4:30,42.92,42.99,26288,5991.5,0.00227,1220.5,9358.79195402298
1/4/18 5:00,43.15,48.26,27061,5819.25,0,1322.16666666666,9783.8
1/4/18 5:30,43.04,48.71,28251,5616.5,0.00225,1520.75,10220.1406593406
1/4/18 6:00,50.71,54.74,30784,5346.25,0,1961,12253.3166666666
1/4/18 6:30,45,51.52,33419,5113.5,0,2388.25,14822.3780701754
1/4/18 7:00,47.01,48.76,36552,4981.75,0,2750.66666666666,17982.75
1/4/18 7:30,46.66,49.54,38285,5015.25,0,3103.75,19547.6666666666
1/4/18 8:00,43.38,43.64,39673,5112.91666666666,0.00392,3078.26666666666,20192.3125
1/4/18 8:30,42.27,37.96,40068,5173.5,0.00797,3120,20343.5147058823
1/4/18 9:00,45.05,41.79,40840,4902.25,14.8,3135,20468.25
1/4/18 9:30,44.34,44.9,40965,4956.5,103,3047.5,20385
1/4/18 10:00,43.38,42.52,40701,5366.5,252,2915,20367.3333333333
1/4/18 10:30,43.59,39.75,40427,6022.5,417,2509.58333333333,20080.25
1/4/18 11:00,43.28,38.31,40587,6405.25,735,1917.5,19619.7282608695
1/4/18 11:30,44.02,42.87,40690,6448,913,1885,19707.5
1/4/18 12:00,43.71,42.22,40763,6465.5,1100,1885,19675.0833333333
1/4/18 12:30,43.47,44.1,40459,6677.75,1050,1885,19581.5833333333
1/4/18 13:00,42.2,41.67,40511,6904.75,1010,1885,19225.55
1/4/18 13:30,42.1,42.03,40217,7155,852,1885,18995.75
1/4/18 14:00,42.33,39.99,40261,7722.5,852,1885,18632.75
1/4/18 14:30,42.65,46.22,40327,7896.5,928,1947.5,18704.3977272727
1/4/18 15:00,44.62,50.89,40703,8018.5,657,2169,19535.15
1/4/18 15:30,46.55,51.97,41621,8175.25,363,2630.75,20170.2
1/4/18 16:00,44.3,53.14,42948,8538.75,84.6,3337.33333333333,20331.0476190476
1/4/18 16:30,65.72,74.03,44988,8580.5,1.41,3618.5,20644.25
1/4/18 17:00,65.67,75.27,45609,8497.25,0.000095,3650,20716.25
1/4/18 17:30,68.09,78.67,45341,8540.25,0,3650,20760.25
1/4/18 18:00,65.26,73.39,44964,8520.5,0,3650,20780.8333333333
1/4/18 18:30,63.78,72.31,44113,8383.75,0.031,3650,20788.75
1/4/18 19:00,56.04,63.34,43293,8391,0,3438.5,20298.25
1/4/18 19:30,53.69,58.73,42096,8206.5,0,3237.5,19028.2833333333
1/4/18 20:00,52.92,59.66,40835,8073.75,0.016,2911.5,18039.2
1/4/18 20:30,50.32,56.21,39351,7908.75,0,2279.5,16944.625
1/4/18 21:00,49.72,55.06,37641,7691.5,0.00232,1636.66666666666,15275.25
1/4/18 21:30,46.88,50.59,35663,7512.91666666666,0,1299.79166666666,14671.15
1/4/18 22:00,46.18,50.11,33817,7327.66666666666,0.0149,1195,13113.7916666666
1/4/18 22:30,45.79,49.95,32024,7043.25,0,1195,11742.175
1/4/18 23:00,43.21,45.13,30055,6636.25,0,1007.5,10904.2333333333
1/4/18 23:30,43.53,46.32,28999,6182.16666666666,0.000603,945,10133.5407925407
1/5/18 0:00,48.54,53.8,28746,5740.91666666666,0.00228,945,10383.5
1/5/18 0:30,52.39,58.66,29209,5290.66666666666,0,998.333333333333,10914.5
1/5/18 1:00,50.98,51.49,28761,5207.25,0.00000909,1405,11088.75
1/5/18 1:30,48.61,51.63,28051,5042.75,0,1475,10813.75
1/5/18 2:00,49.16,52.69,27497,4881,0,1466.25,10685
1/5/18 2:30,49.8,53.39,27355,4369.75,0,1449.16666666666,10555.75
1/5/18 3:00,46.54,49.05,26947,4246.75,0,1460,10512.5
1/5/18 3:30,44.81,50.99,26401,4113.25,0,1470.83333333333,10309.6428571428
1/5/18 4:00,44.78,45.3,26210,3999.25,0,1494.5,10182.8333333333
1/5/18 4:30,45.22,51.21,26231,3737.75,0,1577,10129.6666666666
1/5/18 5:00,46.72,52.61,26878,3686,0,1644.5,10542.6089743589
1/5/18 5:30,46.03,52.35,28045,3684.5,0.00201,1953,11325.338095238
1/5/18 6:00,51.11,56.36,30747,3573.5,0,2843.5,12644.3
1/5/18 6:30,44.86,50.74,33519,3448.75,0.00221,3946.33333333333,14250.9916666666
1/5/18 7:00,45.26,46.49,36681,3368.5,0,4838.5,17516.25
1/5/18 7:30,46.54,49.22,38675,3367.5,0,5612.83333333333,18399.625
1/5/18 8:00,43.77,47.11,40219,3552.25,0.00232,6076,18978.5833333333
1/5/18 8:30,46.19,42.1,40847,3558.5,0.308,6144,19220
1/5/18 9:00,48.77,49.46,41678,3512,45,6019,19239.75
1/5/18 9:30,49.69,46.22,41846,3400.5,258,6276.5,19246.75
1/5/18 10:00,50.46,47.09,41772,3469.5,787,6449,19239.75
1/5/18 10:30,49.93,50.48,41612,3245,1130,6464,19249.5
1/5/18 11:00,49.67,46.86,41474,3372.5,1370,6599,19566.5
1/5/18 11:30,49.31,44.36,41441,3482.25,1590,6574,19577.9
1/5/18 12:00,49.43,44.44,41471,3529,2100,6342.5,19464.4416666666
1/5/18 12:30,48.99,47.06,41162,3733.25,2310,5970.5,19535.9166666666
1/5/18 13:00,48.85,50.11,41107,3781.5,2220,5804,19557.4
1/5/18 13:30,48.96,49.11,41010,3853.75,1900,5594,19410.6666666666
1/5/18 14:00,49.07,49.22,41047,3929.5,1400,5642.33333333333,19346
1/5/18 14:30,48.66,50.52,41070,3978.5,1040,5944.25,19468.8166666666
1/5/18 15:00,60.68,69.16,41412,4140,633,6374.5,19649.25
1/5/18 15:30,59.23,67.31,42143,4156.25,280,6892,19716.5
1/5/18 16:00,63.3,69.16,43250,4303.5,50.8,7054.75,19784
1/5/18 16:30,96.56,104.91,45052,4352.25,3.02,7504,20059.75
1/5/18 17:00,99.98,107.59,45799,4565.25,0.135,7559,20163.25
1/5/18 17:30,99.48,110.91,45565,4839.75,0.046,7559,20159.5833333333
1/5/18 18:00,91.6,101.2,45032,5055,0.0541,7559,20147.75
1/5/18 18:30,79.44,88.87,44536,5168.25,0,7488.5,20133
1/5/18 19:00,59.55,70.49,43692,5218,0,6617.75,20136
1/5/18 19:30,55.97,61.14,42398,5309.25,0,5653.75,19892.1666666666
1/5/18 20:00,58.77,69.04,41060,5205,0,4503.66666666666,19466
1/5/18 20:30,53.9,63.7,39370,5220.75,0,3707.25,19023
1/5/18 21:00,52.84,52.97,37717,5118.5,0,3219.5,17477.875
1/5/18 21:30,53.66,55.35,35948,5069.5,0,2365,16748.75
1/5/18 22:00,54.02,54.69,34035,5052,0,1862.5,15430.0833333333
1/5/18 22:30,55.71,58.15,32644,4846.75,0.00202,1365,14073
1/5/18 23:00,56.19,57.94,30903,4871.25,0,1145,12629.05
1/5/18 23:30,56.92,57.97,29743,4869.25,0.00309,1145,11749.1818181818
1/6/18 0:00,59.61,61.03,29212,4948,0.00399,1145,11313
1/6/18 0:30,59.9,65.65,29486,5024.25,0,1145,11082.75
1/6/18 1:00,58.28,58.96,28981,5199,0,1145,10454.5
1/6/18 1:30,56.45,61.77,28135,5410,0,951.25,9851
1/6/18 2:00,54.16,55.93,27415,5623.75,0,749.166666666666,9732
1/6/18 2:30,53.29,60,26997,5800.5,0,645,9739.25
1/6/18 3:00,50.68,54.62,26403,5976.5,0,495,9064.93181818181
1/6/18 3:30,44.87,48.99,25760,6218.5,0.00224,309.166666666666,8814
1/6/18 4:00,44,48.82,25106,6529.25,0,300,8310.83333333333
1/6/18 4:30,43.02,47.47,24865,6697.25,0,300,8211.73333333333
1/6/18 5:00,41.04,45.49,24963,6992.75,0,300,8127.5
1/6/18 5:30,40.62,41.83,25269,7090.25,0,300,8069.23809523809
1/6/18 6:00,43.63,45.05,26615,7358,0.00221,312.5,8672.25
1/6/18 6:30,42.96,46.59,27721,7607.25,0,500,9189.76666666666
1/6/18 7:00,43.88,46.74,29118,7944.75,0,595.833333333333,9367.53125
1/6/18 7:30,45.13,50.53,30330,8075,0,693,10110.9555555555
1/6/18 8:00,45.84,46.81,31883,8324,0.0000278,809.5,10626.7151515151
1/6/18 8:30,55.94,53.86,33624,8197.5,2.24,1140,11628.6166666666
1/6/18 9:00,56.89,58.82,35203,8507,58.3,1536.5,12532.625
1/6/18 9:30,55.56,54.67,35870,8448,290,1587,13163.25
1/6/18 10:00,55.26,56.54,36401,8699.5,660,1587,13346
1/6/18 10:30,54.35,56.03,36529,8334.25,1200,1587,13627
1/6/18 11:00,55.48,52.2,36471,8290,1550,1587,13613.5
1/6/18 11:30,53.95,50.69,36283,8123.75,1830,1587,13609
1/6/18 12:00,52.64,49.13,36443,8289,2040,1587,13631
1/6/18 12:30,54.44,54.75,36339,8207,1900,1587,13632.5
1/6/18 13:00,54.86,53.48,36327,8391,1950,1587,13656
1/6/18 13:30,50.9,51.87,36076,8298.25,1610,1582,13688.75
1/6/18 14:00,48.43,45.19,36224,8458.75,1440,1587,13720.1818181818
1/6/18 14:30,46.26,50.04,36245,8650.75,1090,1271,13174.4782608695
1/6/18 15:00,51.74,57.42,36618,8521,809,1346.5,13137.284090909
1/6/18 15:30,52.24,61.17,37604,8704.75,405,1967.75,14268.1666666666
1/6/18 16:00,54.59,60.74,39358,8554.75,103,2948.16666666666,15476.049047619
1/6/18 16:30,75.35,83.36,41734,8514.5,7.35,3077,15882
1/6/18 17:00,81.52,91.94,42531,8414.75,0.043,3382,15894.75
1/6/18 17:30,83.92,91.47,42888,8372.5,0.0914,3527,15903.75
1/6/18 18:00,83.5,92.22,42375,8404.25,0.0021,3527,15929
1/6/18 18:30,72.77,78.19,41446,8351.5,0,3527,15933.8333333333
1/6/18 19:00,68.98,78.88,40499,8019.75,0.00208,3501.5,15915.75
1/6/18 19:30,50.11,60.76,39507,7857.25,0,3196,15857
1/6/18 20:00,51.16,59.45,38243,7870,0.00206,2281.5,15358.3106060606
1/6/18 20:30,48.72,58.75,36936,7876.5,0,1427.5,14322.0416666666
1/6/18 21:00,45.46,46.3,35574,7648,0.00236,1165.41666666666,13384.9561904761
1/6/18 21:30,45.43,49.35,34139,7512.5,0.00229,658.333333333333,12384.7159090909
1/6/18 22:00,46.04,52.84,32681,7308,0,309.166666666666,11444.475
1/6/18 22:30,45.63,48.19,31712,7157.41666666666,0,300,10621.375
1/6/18 23:00,55.47,59.87,29995,6911.5,0.00242,300,10096.7857142857
1/6/18 23:30,50.72,55.01,29025,6848.75,0,300,9878.75
1/7/18 0:00,49.02,53.01,28712,6629.5,0,300,9886.25
1/7/18 0:30,48.54,54.97,28842,6599.75,0,300,9893
1/7/18 1:00,45.77,51.22,28317,6558,0,300,9894
1/7/18 1:30,44.53,49.6,27486,6448.25,0,300,9585.95454545454
1/7/18 2:00,43.77,49.3,26918,6402.75,0,300,9123.34
1/7/18 2:30,43.18,48.39,26814,6421.25,0,300,8992.81818181818
1/7/18 3:00,43.73,45.71,26392,6363,0,300,9182.92
1/7/18 3:30,43.16,49.2,25785,6329.25,0,300,8801.56818181818
1/7/18 4:00,43.24,46.1,25417,6369.75,0,318.333333333333,8329.75
1/7/18 4:30,43.65,50.64,25050,6366.25,0,365,8097.09
1/7/18 5:00,44.27,46.1,25027,6306.5,0,395,8146.18181818181
1/7/18 5:30,42.74,47.39,25166,6346.75,0.00417,443.75,8568.98717948718
1/7/18 6:00,43.84,48.67,25868,6348.5,0,617.5,9038.18181818181
1/7/18 6:30,43.95,44.33,26486,6598.25,0,907.5,9078.80952380952
1/7/18 7:00,43.86,45.67,27440,6361.75,0,1095,9444.25
1/7/18 7:30,43.88,47.94,27950,6398,0,1145,9418.12962962963
1/7/18 8:00,42.99,48.61,29453,6385.33333333333,0.00000335,1152.5,9541.58333333333
1/7/18 8:30,43.93,39.72,30882,6293.5,9.49,1220.83333333333,10710.3333333333
1/7/18 9:00,46.43,41.92,32479,6256.25,327,1231.875,12306.18
1/7/18 9:30,49.21,48.83,33387,6262.75,1120,1195.5,13104.5
1/7/18 10:00,50.54,47.75,34109,6215.91666666666,1950,1474,13723.9166666666
1/7/18 10:30,50.09,49.51,34361,6176.5,2870,1736,14271.2045454545
1/7/18 11:00,54.07,52.33,34469,6157.75,3700,1750,14556.75
1/7/18 11:30,56.6,55.54,34520,6182,4170,1994,14801.75
1/7/18 12:00,52.22,51.11,34794,6130.25,4430,2269.5,15133.3333333333
1/7/18 12:30,49.34,48.05,34789,6139,4590,2280,15556.5
1/7/18 13:00,47.08,47.84,34898,6048.5,4660,1882.5,15483.5
1/7/18 13:30,46.95,43.62,35034,5999.5,4360,1750.25,15313
1/7/18 14:00,47.34,44.9,35616,6186.5,3910,1870,15429.6666666666
1/7/18 14:30,47.75,54.27,36419,5957.5,3220,2347.25,15481.4166666666
1/7/18 15:00,52.9,64.81,37689,6030.25,2240,3001.33333333333,15691.9166666666
1/7/18 15:30,51.23,58.08,39149,6120,1180,4054.58333333333,16063.3409090909
1/7/18 16:00,54.65,65.7,41389,6268.5,300,5621.25,16823.7045454545
1/7/18 16:30,75.29,86.29,44093,6414.25,12.8,6072,16597.4166666666
1/7/18 17:00,85.07,90.44,45219,6565.5,0.101,6194,16636.7045454545
1/7/18 17:30,82.6,93.18,45092,6713,0,6194,16671.5
1/7/18 18:00,77.67,86.75,44465,6833.75,0.00202,6131.5,16679.5
1/7/18 18:30,64.18,75.4,43436,7091.75,0.0000303,5819.75,16642.8
1/7/18 19:00,51.14,56.23,42418,7359.75,0,5338.5,16600.75
1/7/18 19:30,51.54,61.85,41109,7511.25,0,4296.75,15931.5
1/7/18 20:00,58.76,69.75,39904,7568.5,0,3379.1,15085.25
1/7/18 20:30,55.57,65.24,38212,7666.75,0,2849.5,14246.5
1/7/18 21:00,51.84,53.55,36631,7642.25,0.00215,2031.66666666666,13239.8333333333
1/7/18 21:30,49.06,54.76,34774,7608.25,0,1512.66666666666,11649.875
1/7/18 22:00,48.22,50.79,32920,7715,0.00202,1290.25,10890.8333333333
1/7/18 22:30,46.74,48.26,30903,7843.75,0,1252.5,10040.8333333333
1/7/18 23:00,45.66,51.77,28928,8011.5,0.00416,979.166666666666,9053.85
1/7/18 23:30,45.56,50.14,27825,8220,0,945,8224.35489510489
1/8/18 0:00,45.24,50.29,27689,8283,0,945,8151
1/8/18 0:30,46.02,48.34,28198,8390.25,0.00276,945,7991.84615384615
1/8/18 1:00,48.33,51.19,28021,8440.25,0,945,8163.83333333333
1/8/18 1:30,45.95,49.01,27337,8352,0.00259,945,8156.5
1/8/18 2:00,44.52,46.87,26937,8480.75,0.00242,945,7785
1/8/18 2:30,43.9,49.65,26804,8572,0,949.25,7846.95833333333
1/8/18 3:00,42.42,43.66,26501,8635.75,0,977,7686.84615384615
1/8/18 3:30,41.88,46.22,26160,8596,0.00266,1002,7205.5
1/8/18 4:00,41.03,46.47,25888,8750.5,0.00264,1026,7103.25833333333
1/8/18 4:30,41.09,41.73,26008,8780.75,0,1050,7181.17307692307
1/8/18 5:00,39,41.63,26809,8871.75,0,1081.375,7573.48141025641
1/8/18 5:30,40.33,44.91,28226,8969.5,0,1208.33333333333,8490.56578947368
1/8/18 6:00,45.3,48.52,31941,9132.5,0.0026,1370.25,9990.56547619047
1/8/18 6:30,45.28,45.4,35419,9144.25,0,1740.75,12023.2416666666
1/8/18 7:00,50.31,54.07,39394,9269.25,0.0075,2168.91666666666,15688.0476190476
1/8/18 7:30,56.54,61.02,41782,9329.83333333333,0.0258,2607.83333333333,18000.2142857142
1/8/18 8:00,53.63,58.71,42614,9283.25,0.000473,2858.66666666666,19217.75
1/8/18 8:30,52.74,54.47,43011,9362.25,0.468,2925,19485
1/8/18 9:00,61.3,61.38,43885,9301,69.6,2925,19670.0416666666
1/8/18 9:30,62.17,58.85,44038,9348.25,372,2925,20061.75
1/8/18 10:00,63.6,65.59,44040,9363.5,735,2925,20133
1/8/18 10:30,66.08,61.69,44482,9315.25,1060,2925,20132.75
